Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Waalwijk;Marlinde Jovanovic;06-40417316;MarlindeJovanovic@fleckens.hu;Hoogeinde 45;Waalwijk;woensdag 19 december 2018;Bezorgen;woensdag 19 december 2018;19:03;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 33,85;;€ 0,00;€ 33,85
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Medium Pizza;Barbecue Saus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;

Terneuzen;Ko Hessing;06-26463866;KoHessing@fleckens.hu;Zouterik 71;Philippine;maandag 4 november 2019;Bezorgen;maandag 4 november 2019;18:04;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Schiedam;Selman Hajji;06-74120551;SelmanHajji@teleworm.us;Fabristraat 81;Schiedam;woensdag 23 augustus 2017;Bezorgen;woensdag 23 augustus 2017;19:06;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 13,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 13,95

Utrecht Marnixlaan;Joany Bogaert;06-29599348;JoanyBogaert@teleworm.us;Gisbert Bromlaan 169;Utrecht;maandag 31 december 2018;Afhalen;maandag 31 december 2018;18:40;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 35,85;;€ 0,00;€ 35,85
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;

Dordrecht Van Oldenbarneveltplein;Merlijn Neve;06-91358301;MerlijnNeve@cuvox.de;Dubbelsteynlaan Oost 140;Dordrecht;zondag 16 juli 2017;Bezorgen;zondag 16 juli 2017;20:33;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 9,95;;€ 0,00;€ 9,95

Deventer;Diego Koolhaas;06-18796746;DiegoKoolhaas@cuvox.de;Deltaplein 15;Deventer;dinsdag 28 maart 2017;Afhalen;dinsdag 28 maart 2017;17:42;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 29,85;;€ 0,00;€ 29,85
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;

AC Sevenum;Roelf Droog;06-85777592;RoelfDroog@einrot.com;Tongerlostraat 180;Sevenum;dinsdag 30 april 2019;Bezorgen;dinsdag 30 april 2019;20:53;Hawaii;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 108,55;3e pizza gratis bij bezorgen;€ 6,95;€ 101,60
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Groningen Paterswoldseweg;Josepha Keijer;06-22460059;JosephaKeijer@rhyta.com;Amkemaheerd 134;Groningen;maandag 7 januari 2019;Afhalen;maandag 7 januari 2019;17:50;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 25,90;€ 32,85;2e pizza gratis bij afhalen;€ 6,95;€ 25,90
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;

Capelle a/d Yssel;Thimon Nota;06-72247053;ThimonNota@gustr.com;Floris Burgwal 75;Capelle aan den IJssel;zaterdag 23 november 2019;Bezorgen;zaterdag 23 november 2019;20:28;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 64,75;3e pizza gratis bij bezorgen;€ 8,95;€ 55,80
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;Geitenkaas;€ 1,00;€ 23,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Groningen Boterdiep;Ayuub Bartels;06-58909755;AyuubBartels@teleworm.us;Prinsenstraat 191;Groningen;dinsdag 6 juni 2017;Afhalen;dinsdag 6 juni 2017;20:55;Tonno;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;€ 25,80;;€ 0,00;€ 25,80
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;;;;

Papendrecht;Giordano Gaastra;06-48598637;GiordanoGaastra@dayrep.com;Reviusstraat 59;Papendrecht;zondag 25 maart 2018;Bezorgen;zondag 25 maart 2018;16:48;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 21,90;€ 107,55;;€ 0,00;€ 107,55
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 51,80;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Weert;Jainy Zwartjes;06-79927664;JainyZwartjes@teleworm.us;Kraanmeester 136;Weert;maandag 21 mei 2018;Bezorgen;maandag 21 mei 2018;20:26;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Papendrecht;Luck Eeken;06-86413321;LuckEeken@jourrapide.com;Brederodehuis 153;Papendrecht;woensdag 30 oktober 2019;Afhalen;woensdag 30 oktober 2019;18:13;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 31,80;€ 31,80;;€ 0,00;€ 31,80

Weert;Nikkie Vijgen;06-99192231;NikkieVijgen@rhyta.com;Sophiestraat 95;Weert;vrijdag 5 mei 2017;Afhalen;vrijdag 5 mei 2017;20:45;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 46,75;;€ 0,00;€ 46,75
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 35,80;;;;

Rotterdam Schiebroek;Anahita Houweling;06-68117515;AnahitaHouweling@gustr.com;Bas Jungeriusstraat 170;Rotterdam;vrijdag 8 juni 2018;Bezorgen;vrijdag 8 juni 2018;18:45;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;€ 2,00;4;;€ 0,00;€ 63,80;€ 77,75;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 75,75
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Schiedam;Bjarne Rave;06-48340353;BjarneRave@rhyta.com;Nieuwe Damlaan 195;Schiedam;vrijdag 6 januari 2017;Bezorgen;vrijdag 6 januari 2017;17:15;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;€ 111,55;;€ 0,00;€ 111,55
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;€ 2,00;4;;€ 0,00;€ 55,80;;;;
;;;;;;;;;;Salame Speciale;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Almere;Micah Broersma;06-10920678;MicahBroersma@jourrapide.com;Rietmeent 68;Almere;zondag 29 januari 2017;Afhalen;zondag 29 januari 2017;16:48;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;€ 53,70;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 51,70
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Supreme;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;

Velp;Abe van Kaathoven;06-35013174;AbevanKaathoven@rhyta.com;Suffridusstraat 26;Sneek;zondag 3 juni 2018;Bezorgen;zondag 3 juni 2018;19:23;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 32,85;;€ 0,00;€ 32,85
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Wassenaar;Marlous de Kruijff;06-90016104;MarlousdeKruijff@dayrep.com;Julianaweg 88;Wassenaar;vrijdag 17 augustus 2018;Afhalen;vrijdag 17 augustus 2018;18:01;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 37,80;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 35,80
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Amsterdam Ceintuurbaan;Quinn van Nieuwenhuijzen;06-17402831;QuinnvanNieuwenhuijzen@superrito.com;Hilversumstraat 165;Amsterdam;vrijdag 20 juli 2018;Afhalen;vrijdag 20 juli 2018;20:03;Caprese;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;€ 24,85;;€ 0,00;€ 24,85
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 15,90;;;;

Vlaardingen;Cornelie Bazuin;06-99003301;CornelieBazuin@fleckens.hu;Irisstraat 94;Vlaardingen;donderdag 20 april 2017;Afhalen;donderdag 20 april 2017;20:50;Americana;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Capelle a/d Yssel;Songul van Luijk;06-27457861;SongulvanLuijk@rhyta.com;Rubenssingel 165;Capelle aan den IJssel;dinsdag 4 december 2018;Afhalen;dinsdag 4 december 2018;20:29;Funghi;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;€ 48,25;;€ 0,00;€ 48,25
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;1;Shoarma;€ 1,50;€ 8,45;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 21,90;;;;

Alkmaar;Françoise Tibben;06-78229509;FrancoiseTibben@superrito.com;Schermerweg 9;Alkmaar;dinsdag 1 januari 2019;Bezorgen;dinsdag 1 januari 2019;19:01;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Tilburg Thomas van Aquinostraat;Imara van Iperen;06-49474885;ImaravanIperen@dayrep.com;Europalaan 101;Tilburg;zaterdag 13 oktober 2018;Afhalen;zaterdag 13 oktober 2018;19:18;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 10,95;€ 22,90;;€ 0,00;€ 22,90
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Leiderdorp;Farida Stolp;06-96597287;FaridaStolp@fleckens.hu;Van der Havelaan 157;Leiderdorp;maandag 25 maart 2019;Bezorgen;maandag 25 maart 2019;19:45;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;€ 13,90;;€ 0,00;€ 13,90

Diemen;Sientje van Zeijl;06-78986716;SientjevanZeijl@jourrapide.com;Koninginnepad 196;Diemen;zaterdag 20 mei 2017;Bezorgen;zaterdag 20 mei 2017;18:31;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 55,25;;€ 0,00;€ 55,25
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;Kaas, Verse Tomaat, Basilicum, Gehakt;€ 3,50;€ 16,45;;;;

Zaandam;Hoi Schuringa;06-75311242;HoiSchuringa@rhyta.com;Nieuwe Noorddijkseweg 92;Ouwerkerk;dinsdag 27 juni 2017;Bezorgen;dinsdag 27 juni 2017;19:17;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 51,80;;€ 0,00;€ 51,80
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 31,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Amsterdam Overtoom;Sijbren Wuite;06-10054052;SijbrenWuite@rhyta.com;Nicolaas Witsenstraat 195;Amsterdam;dinsdag 10 april 2018;Afhalen;dinsdag 10 april 2018;16:55;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 46,70;2e pizza gratis bij afhalen;€ 8,95;€ 37,75
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Cheesy Crust Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;

Tilburg Thomas van Aquinostraat;Azeddine Issa;06-30566908;AzeddineIssa@jourrapide.com;Korte Schijfstraat 49;Tilburg;maandag 9 januari 2017;Bezorgen;maandag 9 januari 2017;16:36;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 8,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 8,95

Delfzijl;Roelant Naarden;06-47730968;RoelantNaarden@teleworm.us;Redger 152;Spijk;dinsdag 8 augustus 2017;Afhalen;dinsdag 8 augustus 2017;20:16;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 19,90;€ 91,60;;€ 0,00;€ 91,60
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 25,90;;;;

Delft Papsouwselaan;Bilge Gündüz;06-47268643;BilgeGunduz@rhyta.com;Rotterdamseweg 36;Delft;woensdag 18 juli 2018;Bezorgen;woensdag 18 juli 2018;20:16;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Schiedam;Elissa van Sonsbeek;06-52095046;ElissavanSonsbeek@jourrapide.com;Nieuwe Maasstraat 82;Schiedam;donderdag 27 juni 2019;Afhalen;donderdag 27 juni 2019;17:54;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

Hengelo;Daniele van Dodewaard;06-50219624;DanielevanDodewaard@jourrapide.com;Bleekstraat 116;Hengelo;maandag 22 januari 2018;Bezorgen;maandag 22 januari 2018;19:16;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 36,85;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 34,85
;;;;;;;;;;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Zoetermeer;Danilson Bunschoten;06-23478839;DanilsonBunschoten@rhyta.com;Baron de Coubertinlaan 35;Zoetermeer;zondag 9 december 2018;Bezorgen;zondag 9 december 2018;18:13;Supreme;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 27,90;;€ 0,00;€ 27,90

Groningen Paterswoldseweg;Aykut Krommenhoek;06-28301857;AykutKrommenhoek@jourrapide.com;Tormentilstraat 14;Groningen;donderdag 28 februari 2019;Afhalen;donderdag 28 februari 2019;17:28;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 80,55;;€ 0,00;€ 80,55
;;;;;;;;;;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Beenham;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 31,80;;;;

Capelle a/d Yssel;Miryam Groenevelt;06-41461431;MiryamGroenevelt@rhyta.com;Geelvinkbaai 73;Capelle aan den IJssel;maandag 19 februari 2018;Bezorgen;maandag 19 februari 2018;17:23;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;€ 13,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 13,90

Rotterdam Hoogvliet;Suzette Kol;06-30939516;SuzetteKol@cuvox.de;Zwart Janstraat 9;Rotterdam;maandag 30 december 2019;Bezorgen;maandag 30 december 2019;19:07;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 34,85;;€ 0,00;€ 34,85
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Chicken Supreme;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;

Diemen;Mohammad Terluin;06-66258178;MohammadTerluin@jourrapide.com;Diemerdreef 97;Diemen;vrijdag 23 februari 2018;Bezorgen;vrijdag 23 februari 2018;16:08;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Delft Binnenwatersloot;Inass Diepenmaat;06-30304975;InassDiepenmaat@gustr.com;Roland Holstlaan 112;Delft;vrijdag 1 september 2017;Afhalen;vrijdag 1 september 2017;17:03;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;;1;Tonijn, Spinazie, Verse Tomaat, Gorgonzola;€ 4,50;€ 16,45;€ 53,25;25% korting op je bestelling;€ 13,31;€ 39,94
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;;1;Gorgonzola, Gorgonzola, Spaanse Pepers;€ 3,00;€ 11,95;;;;

Amersfoort;Joakim Kesteloo;06-23422448;JoakimKesteloo@jourrapide.com;De Koop 88;Hoogland;donderdag 4 oktober 2018;Afhalen;donderdag 4 oktober 2018;17:20;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 18,90;;€ 0,00;€ 18,90
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Arnhem;Devina Kenter;06-14255151;DevinaKenter@rhyta.com;Veilingstraat 60;Arnhem;woensdag 21 november 2018;Bezorgen;woensdag 21 november 2018;18:02;Shoarma;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;4;;€ 0,00;€ 47,80;€ 47,80;;€ 0,00;€ 47,80

De Meern;Ward van 't Land;06-66664189;WardvantLand@cuvox.de;Heuvel 47;Tilburg;woensdag 28 februari 2018;Afhalen;woensdag 28 februari 2018;20:05;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 39,80;€ 39,80;;€ 0,00;€ 39,80

Amsterdam Noord;Ichelle Reus;06-91465706;IchelleReus@einrot.com;Wijkergouw 11;Amsterdam;zondag 20 januari 2019;Afhalen;zondag 20 januari 2019;19:53;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 35,85;;€ 0,00;€ 35,85
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;

Den Haag Torenstraat;Marjorie Hekking;06-69722785;MarjorieHekking@dayrep.com;Heerenweg 113;IJhorst;zaterdag 4 augustus 2018;Afhalen;zaterdag 4 augustus 2018;17:35;Supreme;Large Pizza;Barbecue Saus;€ 7,95;;4;;€ 0,00;€ 47,80;€ 127,45;;€ 0,00;€ 127,45
;;;;;;;;;;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;

Amsterdam Aalsmeerweg;Özkan Verheijden;06-19075981;OzkanVerheijden@cuvox.de;Bosboom Toussaintstraat 112;Amsterdam;donderdag 1 maart 2018;Afhalen;donderdag 1 maart 2018;16:29;Funghi;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;€ 101,55;;€ 0,00;€ 101,55
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 47,80;;;;

Veldhoven;Ellis Vedder;06-81579979;EllisVedder@superrito.com;Gagelbeek 66;Veldhoven;woensdag 11 september 2019;Afhalen;woensdag 11 september 2019;17:02;Americana;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;€ 17,90;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 17,90

Tiel;Rian Tuncer;06-33249799;RianTuncer@dayrep.com;De Hennepe 76;Tiel;zondag 19 augustus 2018;Afhalen;zondag 19 augustus 2018;20:21;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 19,90;25% korting op je bestelling;€ 4,98;€ 14,93
;;;;;;;;;;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Rotterdam Zevenkamp;Aike Muilwijk;06-21186371;AikeMuilwijk@gustr.com;Van Oldenbarneveltplaats 149;Rotterdam;zondag 19 november 2017;Bezorgen;zondag 19 november 2017;16:42;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 6,95;€ 38,80;2e pizza gratis bij afhalen;€ 0,00;€ 38,80
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Berkel en Rodenrijs;Wichert de Vente;06-59007104;WichertdeVente@armyspy.com;Berliozplein 115;Berkel en Rodenrijs;maandag 18 februari 2019;Afhalen;maandag 18 februari 2019;17:53;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;4;;€ 0,00;€ 31,80;€ 59,65;25% korting op je bestelling;€ 14,91;€ 44,74
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;;2;Ham, Gehakt, Ham;€ 3,00;€ 19,90;;;;
;;;;;;;;;;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;

Rotterdam Zuidplein;Mack van Brummelen;06-12855609;MackvanBrummelen@superrito.com;Delftseveer 189;Rotterdam;maandag 9 december 2019;Bezorgen;maandag 9 december 2019;17:31;Four Cheese;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;3;;€ 0,00;€ 32,85;€ 32,85;25% korting op je bestelling;€ 8,21;€ 24,64

Rotterdam Mariniersweg;Manal van de Mortel;06-36249361;ManalvandeMortel@einrot.com;Schulpplein 60;Rotterdam;vrijdag 2 augustus 2019;Afhalen;vrijdag 2 augustus 2019;20:24;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;€ 19,90;;€ 0,00;€ 19,90

Haarlem Zuid;Cara Lengkeek;06-39468609;CaraLengkeek@einrot.com;Jan Gijzenkade 37;Haarlem;donderdag 29 augustus 2019;Afhalen;donderdag 29 augustus 2019;19:51;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

