Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
Hellevoetsluis;Marinus Vermeule;06-31544236;MarinusVermeule@teleworm.us;Dukdalf 198;Hellevoetsluis;maandag 20 augustus 2018;Bezorgen;maandag 20 augustus 2018;16:00;Margaritha;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 81,70;;€ 0,00;€ 81,70
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 29,90;;;;

Kampen;Yordy van der Krabben;06-77543375;YordyvanderKrabben@cuvox.de;Beijerinckstraat 193;Kampen;zaterdag 23 september 2017;Afhalen;zaterdag 23 september 2017;16:10;Americana;Medium Pizza;Tomatensaus;€ 6,95;;4;Chorizo, Groene Olijven;€ 2,00;€ 35,80;€ 140,35;25% korting op je bestelling;€ 35,09;€ 105,26
;;;;;;;;;;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 47,80;;;;
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Delft Papsouwselaan;Silvia Piek;06-89057708;SilviaPiek@armyspy.com;van Almondestraat 45;Delft;woensdag 11 september 2019;Afhalen;woensdag 11 september 2019;17:07;Americana;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;€ 6,95;;€ 0,00;€ 6,95

Capelle a/d Yssel;Zhi van der Wilt;06-80914834;ZhivanderWilt@rhyta.com;Nabucco 52;Capelle aan den IJssel;donderdag 23 februari 2017;Afhalen;donderdag 23 februari 2017;19:12;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;€ 72,25;;€ 0,00;€ 72,25
;;;;;;;;;;Tricolore;Medium Pizza;Creme Fraiche;€ 8,95;;2;Pepperoni, Tonijn, Chicken Kebab, Honing Mosterdsaus;€ 5,00;€ 27,90;;;;
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;1;Paprikamix, Beenham, Champignons, Rode Ui;€ 4,50;€ 15,45;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;;1;Honing Mosterdsaus, Honing Mosterdsaus, Verse Tomaat, Kaas;€ 3,00;€ 14,95;;;;

Schiedam;Sascha Beekman;06-20941153;SaschaBeekman@jourrapide.com;Overschieseplein 105;Schiedam;zaterdag 24 juni 2017;Bezorgen;zaterdag 24 juni 2017;18:33;Tonno;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 40,80;;€ 0,00;€ 40,80
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Heerenveen;Serhan Sas;06-44288161;SerhanSas@superrito.com;Akkersplein 32;Heerenveen;donderdag 18 mei 2017;Afhalen;donderdag 18 mei 2017;20:33;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Naaldwijk;Mayron Suk;06-17973002;MayronSuk@jourrapide.com;Oostheullaan 103;Honselersdijk;zondag 17 september 2017;Bezorgen;zondag 17 september 2017;16:48;Supreme;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 13,95;;€ 0,00;€ 13,95

Assen;Nelson Meeuwis;06-10198917;NelsonMeeuwis@rhyta.com;Groenkampen 20;Assen;dinsdag 15 januari 2019;Afhalen;dinsdag 15 januari 2019;16:14;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;€ 33,80;;€ 0,00;€ 33,80
;;;;;;;;;;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Den Bosch Empel;Lakisha Berndsen;06-32094514;LakishaBerndsen@jourrapide.com;De Vlacie 114;s-Hertogenbosch;maandag 2 april 2018;Afhalen;maandag 2 april 2018;20:37;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 49,75;;€ 0,00;€ 49,75
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Hot & Spicy;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;

Soest;Lotfi Abdalla;06-97423893;LotfiAbdalla@rhyta.com;Hartmanlaan 88;Soest;dinsdag 27 februari 2018;Bezorgen;dinsdag 27 februari 2018;20:42;Beenham;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 51,80;€ 62,75;;€ 0,00;€ 62,75
;;;;;;;;;;Shoarma;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;

Hoogezand;Myla Pieper;06-32961890;MylaPieper@einrot.com;Goudrenet 143;Geldermalsen;donderdag 22 november 2018;Afhalen;donderdag 22 november 2018;18:09;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 38,30;;€ 0,00;€ 38,30
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;1;Basilicum, Merguez, Gorgonzola, Gorgonzola;€ 3,50;€ 16,45;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 4,95;;;;

Woerden;Nasra de Vrij;06-63710519;NasradeVrij@armyspy.com;Rijnkade 11;Woerden;vrijdag 26 mei 2017;Afhalen;vrijdag 26 mei 2017;19:31;Bacon Gorgonzola;Italian Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 9,95;€ 9,95;€ 2,- Korting op een bestelling vanaf € 25,-;€ 0,00;€ 9,95

Rotterdam Vuurplaat;Jaïr Klok;06-89065126;JairKlok@cuvox.de;Meidoornsingel 45;Rotterdam;donderdag 15 november 2018;Bezorgen;donderdag 15 november 2018;17:53;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 19,90;3e pizza gratis bij bezorgen;€ 0,00;€ 19,90

Tiel;Hani Becht;06-18925018;HaniBecht@superrito.com;Roos Vosstraat 10;Tiel;maandag 29 april 2019;Afhalen;maandag 29 april 2019;17:02;Tonno;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 44,75;2e pizza gratis bij afhalen;€ 7,95;€ 36,80
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 13,90;;;;

Voorschoten;Wilhelm Wennink;06-53596331;WilhelmWennink@dayrep.com;Stadwijkstraat 77;Voorschoten;vrijdag 30 juni 2017;Afhalen;vrijdag 30 juni 2017;20:20;Veggi;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 33,85;;€ 0,00;€ 33,85
;;;;;;;;;;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 12,95;;;;

Scheveningen;Juliane Harpal;06-69911713;JulianeHarpal@dayrep.com;Terborchlaan 44;Alkmaar;dinsdag 18 september 2018;Afhalen;dinsdag 18 september 2018;17:59;Chicken Kebab;Italian Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 8,95;€ 8,95;25% korting op je bestelling;€ 2,24;€ 6,71

Assen;Dayanara Suiker;06-14082470;DayanaraSuiker@jourrapide.com;Nobellaan 167;Assen;woensdag 24 oktober 2018;Afhalen;woensdag 24 oktober 2018;17:17;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;€ 76,60;;€ 0,00;€ 76,60
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 31,80;;;;
;;;;;;;;;;Deluxe;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;

Nootdorp;Hubrecht Buursma;06-22130436;HubrechtBuursma@einrot.com;Grote Belt 81;Delfzijl;zaterdag 23 februari 2019;Afhalen;zaterdag 23 februari 2019;18:01;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;1;Salami, Bacon, Beenham;€ 3,50;€ 11,45;€ 11,45;;€ 0,00;€ 11,45

Weert;Magnus Storm;06-29901991;MagnusStorm@jourrapide.com;Oude Trambaan 68;Stramproy;woensdag 26 april 2017;Afhalen;woensdag 26 april 2017;16:03;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 62,65;;€ 0,00;€ 62,65
;;;;;;;;;;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Salame Speciale;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Waalwijk;Ariena Blankers;06-16577332;ArienaBlankers@teleworm.us;Burgemeester Meijerstraat 43;Sprang-Capelle;zaterdag 29 juli 2017;Bezorgen;zaterdag 29 juli 2017;20:01;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;Honing Mosterdsaus, Kip;€ 1,50;€ 16,45;€ 52,25;;€ 0,00;€ 52,25
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;;€ 0,00;€ 15,90;;;;

Venlo;Germaine Span;06-53050107;GermaineSpan@armyspy.com;Tacituslaan 115;Venlo;donderdag 8 februari 2018;Bezorgen;donderdag 8 februari 2018;20:13;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 14,95;;€ 0,00;€ 14,95

Delft Binnenwatersloot;Jorgen van der Torre;06-80366383;JorgenvanderTorre@dayrep.com;Mozartlaan 134;Delft;donderdag 20 september 2018;Afhalen;donderdag 20 september 2018;20:58;Funghi;Large Pizza;Tomatensaus;€ 4,95;;2;Rode Ui, Spinazie, Chicken Kebab;€ 4,00;€ 25,90;€ 25,90;;€ 0,00;€ 25,90

Amstelveen;Mariska Cörvers;06-83261174;MariskaCorvers@superrito.com;Punter 125;Amstelveen;maandag 9 oktober 2017;Bezorgen;maandag 9 oktober 2017;18:31;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;€ 96,60;;€ 0,00;€ 96,60
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;Rode Ui, Rode Ui, Gorgonzola, Paprikamix;€ 4,00;€ 13,95;;;;
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;4;;€ 0,00;€ 51,80;;;;

Rotterdam Zevenkamp;Suleyman Lankamp;06-54393999;SuleymanLankamp@gustr.com;Langewelle 50;Rotterdam;maandag 13 februari 2017;Bezorgen;maandag 13 februari 2017;17:57;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 52,75;;€ 0,00;€ 52,75
;;;;;;;;;;Perfect Pepperoni;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 43,80;;;;

Dordrecht Van Oldenbarneveltplein;Eugène Peereboom;06-30738484;EugenePeereboom@superrito.com;Graveerstift 28;Dordrecht;woensdag 21 november 2018;Bezorgen;woensdag 21 november 2018;19:38;Chicken Supreme;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 62,75;;€ 0,00;€ 62,75
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;Champignons, Basilicum;€ 1,50;€ 53,80;;;;

Maastricht;Sharon Aarsen;06-54093424;SharonAarsen@rhyta.com;Kasteel Montfortstraat 99;Maastricht;zondag 7 oktober 2018;Bezorgen;zondag 7 oktober 2018;18:31;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 25,90;;€ 0,00;€ 25,90

Delfzijl;Fatima van Lith;06-17909597;FatimavanLith@superrito.com;Landstraat 156;Delfzijl;vrijdag 14 juli 2017;Afhalen;vrijdag 14 juli 2017;16:42;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 11,95;€ 63,70;;€ 0,00;€ 63,70
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;2;Ham, Groene Olijven, Salami, Gehakt;€ 4,00;€ 29,90;;;;
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;

Breda Graaf Hendrik III Plein;Jelmar van Vliet;06-22062253;JelmarvanVliet@dayrep.com;Hazeldonk 81;Breda;zondag 15 april 2018;Afhalen;zondag 15 april 2018;20:36;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Naaldwijk;Diaz Hageman;06-34431319;DiazHageman@armyspy.com;Waldeck Pyrmontstraat 54;Maasdijk;zaterdag 27 juli 2019;Afhalen;zaterdag 27 juli 2019;16:38;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;€ 18,90;2e pizza gratis bij afhalen;€ 6,95;€ 11,95
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;;;;

Purmerend;Jisse van Wolfswinkel;06-73090681;JissevanWolfswinkel@armyspy.com;Monteverdistraat 165;Purmerend;woensdag 31 oktober 2018;Bezorgen;woensdag 31 oktober 2018;18:34;Caprese;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;Tonijn, Spinazie;€ 2,50;€ 18,90;€ 44,80;;€ 0,00;€ 44,80
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Dordrecht Bamendaweg;Abdelwahed Bouwers;06-75501084;AbdelwahedBouwers@einrot.com;Spuiboulevard 53;Dordrecht;maandag 18 maart 2019;Bezorgen;maandag 18 maart 2019;20:50;Caprese;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 47,80;€ 127,50;;€ 0,00;€ 127,50
;;;;;;;;;;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;2;;€ 0,00;€ 23,90;;;;

Amsterdam Aalsmeerweg;Tjomme Nijveld;06-73084690;TjommeNijveld@teleworm.us;Nieuwe Looiersstraat 156;Amsterdam;dinsdag 5 maart 2019;Afhalen;dinsdag 5 maart 2019;18:49;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 4,95;€ 4,95;;€ 0,00;€ 4,95

Naaldwijk;Emircan Berg;06-45266471;EmircanBerg@superrito.com;Waldeck Pyrmontstraat 110;Maasdijk;dinsdag 12 november 2019;Bezorgen;dinsdag 12 november 2019;20:27;Tonno;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 53,80;;€ 0,00;€ 53,80
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Voorburg;Puck Hellendoorn;06-22050205;PuckHellendoorn@einrot.com;Stadionweg 185;Amsterdam;zaterdag 10 maart 2018;Afhalen;zaterdag 10 maart 2018;16:22;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 27,90;€ 79,65;;€ 0,00;€ 79,65
;;;;;;;;;;Supreme;Italian Pizza;Barbecue Saus;€ 7,95;;2;Pepperoni, Kip;€ 2,00;€ 21,90;;;;
;;;;;;;;;;Americana;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;;1;;€ 0,00;€ 13,95;;;;

Den Helder;Albertje Grijpma;06-57976237;AlbertjeGrijpma@teleworm.us;Spuistraat 40;Den Helder;woensdag 16 januari 2019;Bezorgen;woensdag 16 januari 2019;20:24;Caprese;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 31,80;€ 93,50;;€ 0,00;€ 93,50
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;

Vlissingen;Maritte van Gorkom;06-41962238;MarittevanGorkom@rhyta.com;Olympiaweg 67;Vlissingen;vrijdag 27 juli 2018;Afhalen;vrijdag 27 juli 2018;19:24;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 25,90;€ 86,60;;€ 0,00;€ 86,60
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Perfect Pepperoni;Family XXL Pizza;Tomatensaus;€ 4,95;;4;;€ 0,00;€ 39,80;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 9,95;;;;

Voorschoten;Safwan Dillen;06-78885740;SafwanDillen@einrot.com;Palestrinalaan 180;Voorschoten;woensdag 17 oktober 2018;Bezorgen;woensdag 17 oktober 2018;17:04;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;€ 26,90;;€ 0,00;€ 26,90
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Weert;Philip van de Wardt;06-55224130;PhilipvandeWardt@jourrapide.com;Molenstraat 157;Weert;zaterdag 25 augustus 2018;Bezorgen;zaterdag 25 augustus 2018;18:19;Chicken Kebab;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;€ 45,85;;€ 0,00;€ 45,85
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 31,90;;;;

Velp;Wissam Verbeeten;06-43433310;WissamVerbeeten@jourrapide.com;Fabrieksstraat 72;Budel;donderdag 5 januari 2017;Afhalen;donderdag 5 januari 2017;18:34;Tonno;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 41,80;;€ 0,00;€ 41,80
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 25,90;;;;

Wijchen;Tabita van den Anker;06-81774515;TabitavandenAnker@gustr.com;Huurlingsedam 114;Wijchen;vrijdag 24 mei 2019;Bezorgen;vrijdag 24 mei 2019;19:15;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 67,70;;€ 0,00;€ 67,70
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Hot & Spicy;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Sittard;Nuri Remijnse;06-30347549;NuriRemijnse@fleckens.hu;Cortenbachstraat 167;Sittard;dinsdag 16 april 2019;Afhalen;dinsdag 16 april 2019;18:54;Chicken Kebab;Family XXL Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 25,90;€ 57,70;;€ 0,00;€ 57,70
;;;;;;;;;;BBQ Cannibale;Large Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;

Rijswijk;Selçuk van Rinsum;06-94356800;SelcukvanRinsum@gustr.com;Ocarinalaan 143;Rijswijk;woensdag 6 juni 2018;Afhalen;woensdag 6 juni 2018;16:45;Creamy Bacon;Medium Pizza;Creme Fraiche;€ 7,95;;1;;€ 0,00;€ 7,95;€ 21,90;3e pizza gratis bij bezorgen;€ 0,00;€ 21,90
;;;;;;;;;;Bacon Gorgonzola;Family XXL Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 13,95;;;;

Delft Binnenwatersloot;Aswin Reinink;06-63968596;AswinReinink@superrito.com;Jan Thomeelaan 132;Delft;vrijdag 28 april 2017;Afhalen;vrijdag 28 april 2017;18:38;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 31,80;€ 67,60;3e pizza gratis bij bezorgen;€ 0,00;€ 67,60
;;;;;;;;;;Veggi;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 35,80;;;;

Alphen aan den Rijn;Selçuk de Wijs;06-42079629;SelcukdeWijs@einrot.com;Hoorn 89;Alphen aan den Rijn;zondag 13 mei 2018;Bezorgen;zondag 13 mei 2018;20:27;Americana;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;€ 36,80;;€ 0,00;€ 36,80
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;

Utrecht Rijnlaan;Hava Eleveld;06-14336678;HavaEleveld@einrot.com;Eikslaan 96;Haarzuilens;zondag 10 februari 2019;Bezorgen;zondag 10 februari 2019;20:32;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;€ 2,00;2;Chicken Kebab, Spinazie, Geitenkaas;€ 4,00;€ 21,90;€ 53,70;;€ 0,00;€ 53,70
;;;;;;;;;;Caprese;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;

Eindhoven Gestel;Quintus Reijerkerk;06-65665801;QuintusReijerkerk@armyspy.com;Vijgenstraat 124;Eindhoven;donderdag 14 december 2017;Afhalen;donderdag 14 december 2017;20:30;BBQ Chicken Hawaii;Family XXL Pizza;Barbecue Saus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 43,70;25% korting op je bestelling;€ 10,93;€ 32,78
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;;4;;€ 0,00;€ 19,80;;;;

Apeldoorn;Roxanna Beunen;06-67126363;RoxannaBeunen@rhyta.com;Bazemolenweg 143;Ugchelen;zaterdag 28 december 2019;Afhalen;zaterdag 28 december 2019;16:18;BBQ Mixed Grill;Medium Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 15,90;€ 15,90;;€ 0,00;€ 15,90

Vlissingen;Imran Rustenburg;06-94750001;ImranRustenburg@superrito.com;Wilhelminastraat 71;Vlissingen;zaterdag 11 augustus 2018;Bezorgen;zaterdag 11 augustus 2018;18:16;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;Shoarma, Merguez;€ 2,50;€ 18,45;€ 28,40;;€ 0,00;€ 28,40
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Heerenveen;Nur van Dijkhuizen;06-28015728;NurvanDijkhuizen@rhyta.com;Marktweg 180;Oudeschoot;maandag 9 oktober 2017;Afhalen;maandag 9 oktober 2017;20:27;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

